nflores 43303 Wed Mar  8 22:36:20 2017

Avatar id: 0; (x,y) = (12, 59); move = 2 
Avatar id: 1; (x,y) = (67, 77); move = 0 
Avatar id: 2; (x,y) = (72, 87); move = 3 
Avatar id: 3; (x,y) = (43, 44); move = 3 
Avatar id: 0; (x,y) = (21, 9); move = 1 
Avatar id: 1; (x,y) = (67, 77); move = 1 
Avatar id: 2; (x,y) = (72, 87); move = 2 
Avatar id: 3; (x,y) = (44, 44); move = 1 
Avatar id: 0; (x,y) = (21, 9); move = 3 
Avatar id: 1; (x,y) = (67, 76); move = 0 
Avatar id: 2; (x,y) = (72, 88); move = 3 
Avatar id: 3; (x,y) = (44, 44); move = 3 
Avatar id: 0; (x,y) = (22, 9); move = 1 
Avatar id: 1; (x,y) = (66, 76); move = 2 
Avatar id: 2; (x,y) = (72, 88); move = 2 
Avatar id: 3; (x,y) = (44, 44); move = 2 
Avatar id: 0; (x,y) = (22, 8); move = 0 
Avatar id: 1; (x,y) = (66, 76); move = 0 
Avatar id: 2; (x,y) = (72, 88); move = 0 
Avatar id: 3; (x,y) = (44, 45); move = 3 
Avatar id: 0; (x,y) = (22, 8); move = 1 
Avatar id: 1; (x,y) = (66, 76); move = 1 
Avatar id: 2; (x,y) = (72, 88); move = 1 
Avatar id: 3; (x,y) = (44, 45); move = 2 
Avatar id: 0; (x,y) = (22, 8); move = 3 
Avatar id: 1; (x,y) = (66, 75); move = 0 
Avatar id: 2; (x,y) = (72, 87); move = 0 
Avatar id: 3; (x,y) = (44, 46); move = 3 
Avatar id: 0; (x,y) = (22, 8); move = 2 
Avatar id: 1; (x,y) = (66, 75); move = 1 
Avatar id: 2; (x,y) = (71, 87); move = 2 
Avatar id: 3; (x,y) = (44, 46); move = 2 
Avatar id: 0; (x,y) = (22, 9); move = 3 
Avatar id: 1; (x,y) = (66, 75); move = 3 
Avatar id: 2; (x,y) = (71, 87); move = 0 
Avatar id: 3; (x,y) = (44, 46); move = 0 
Avatar id: 0; (x,y) = (23, 9); move = 1 
Avatar id: 1; (x,y) = (67, 75); move = 1 
Avatar id: 2; (x,y) = (71, 87); move = 1 
Avatar id: 3; (x,y) = (43, 46); move = 2 
Avatar id: 0; (x,y) = (23, 9); move = 3 
Avatar id: 1; (x,y) = (67, 74); move = 0 
Avatar id: 2; (x,y) = (71, 87); move = 3 
Avatar id: 3; (x,y) = (43, 46); move = 0 
Avatar id: 0; (x,y) = (24, 9); move = 1 
Avatar id: 1; (x,y) = (67, 74); move = 1 
Avatar id: 2; (x,y) = (72, 87); move = 1 
Avatar id: 3; (x,y) = (42, 46); move = 2 
Avatar id: 0; (x,y) = (24, 9); move = 3 
Avatar id: 1; (x,y) = (67, 74); move = 3 
Avatar id: 2; (x,y) = (72, 86); move = 0 
Avatar id: 3; (x,y) = (42, 46); move = 0 
Avatar id: 0; (x,y) = (24, 9); move = 2 
Avatar id: 1; (x,y) = (68, 74); move = 1 
Avatar id: 2; (x,y) = (71, 86); move = 2 
Avatar id: 3; (x,y) = (42, 46); move = 1 
Avatar id: 0; (x,y) = (24, 10); move = 3 
Avatar id: 1; (x,y) = (68, 74); move = 3 
Avatar id: 2; (x,y) = (71, 86); move = 0 
Avatar id: 3; (x,y) = (42, 45); move = 0 
Avatar id: 0; (x,y) = (25, 10); move = 1 
Avatar id: 1; (x,y) = (69, 74); move = 1 
Avatar id: 2; (x,y) = (70, 86); move = 2 
Avatar id: 3; (x,y) = (41, 45); move = 2 
Avatar id: 0; (x,y) = (25, 10); move = 3 
Avatar id: 1; (x,y) = (69, 73); move = 0 
Avatar id: 2; (x,y) = (70, 86); move = 0 
Avatar id: 3; (x,y) = (41, 46); move = 3 
Avatar id: 0; (x,y) = (26, 10); move = 1 
Avatar id: 1; (x,y) = (69, 73); move = 1 
Avatar id: 2; (x,y) = (70, 86); move = 1 
Avatar id: 3; (x,y) = (41, 46); move = 2 
Avatar id: 0; (x,y) = (26, 10); move = 3 
Avatar id: 1; (x,y) = (69, 72); move = 0 
Avatar id: 2; (x,y) = (70, 85); move = 0 
Avatar id: 3; (x,y) = (41, 47); move = 3 
Avatar id: 0; (x,y) = (27, 10); move = 1 
Avatar id: 1; (x,y) = (69, 72); move = 1 
Avatar id: 2; (x,y) = (69, 85); move = 2 
Avatar id: 3; (x,y) = (42, 47); move = 1 
Avatar id: 0; (x,y) = (27, 10); move = 3 
Avatar id: 1; (x,y) = (69, 71); move = 0 
Avatar id: 2; (x,y) = (69, 86); move = 3 
Avatar id: 3; (x,y) = (42, 47); move = 3 
Avatar id: 0; (x,y) = (28, 10); move = 1 
Avatar id: 1; (x,y) = (68, 71); move = 2 
Avatar id: 2; (x,y) = (69, 86); move = 2 
Avatar id: 3; (x,y) = (43, 47); move = 1 
Avatar id: 0; (x,y) = (28, 10); move = 3 
Avatar id: 1; (x,y) = (68, 72); move = 3 
Avatar id: 2; (x,y) = (69, 86); move = 0 
Avatar id: 3; (x,y) = (43, 47); move = 3 
Avatar id: 0; (x,y) = (29, 10); move = 1 
Avatar id: 1; (x,y) = (68, 72); move = 2 
Avatar id: 2; (x,y) = (68, 86); move = 2 
Avatar id: 3; (x,y) = (43, 47); move = 2 
Avatar id: 0; (x,y) = (29, 10); move = 3 
Avatar id: 1; (x,y) = (68, 73); move = 3 
Avatar id: 2; (x,y) = (68, 86); move = 0 
Avatar id: 3; (x,y) = (43, 48); move = 3 
Avatar id: 0; (x,y) = (30, 10); move = 1 
Avatar id: 1; (x,y) = (68, 73); move = 2 
Avatar id: 2; (x,y) = (67, 86); move = 2 
Avatar id: 3; (x,y) = (43, 48); move = 2 
Avatar id: 0; (x,y) = (30, 10); move = 3 
Avatar id: 1; (x,y) = (68, 73); move = 0 
Avatar id: 2; (x,y) = (67, 87); move = 3 
Avatar id: 3; (x,y) = (43, 49); move = 3 
Avatar id: 0; (x,y) = (30, 10); move = 2 
Avatar id: 1; (x,y) = (68, 73); move = 1 
Avatar id: 2; (x,y) = (67, 87); move = 2 
Avatar id: 3; (x,y) = (43, 49); move = 2 
Avatar id: 0; (x,y) = (30, 11); move = 3 
Avatar id: 1; (x,y) = (68, 72); move = 0 
Avatar id: 2; (x,y) = (67, 87); move = 0 
Avatar id: 3; (x,y) = (43, 50); move = 3 
Avatar id: 0; (x,y) = (31, 11); move = 1 
Avatar id: 1; (x,y) = (68, 72); move = 1 
Avatar id: 2; (x,y) = (66, 87); move = 2 
Avatar id: 3; (x,y) = (43, 50); move = 2 
Avatar id: 0; (x,y) = (31, 11); move = 3 
Avatar id: 1; (x,y) = (68, 71); move = 0 
Avatar id: 2; (x,y) = (66, 88); move = 3 
Avatar id: 3; (x,y) = (43, 51); move = 3 
Avatar id: 0; (x,y) = (32, 11); move = 1 
Avatar id: 1; (x,y) = (68, 71); move = 1 
Avatar id: 2; (x,y) = (67, 88); move = 1 
Avatar id: 3; (x,y) = (43, 51); move = 2 
Avatar id: 0; (x,y) = (32, 11); move = 3 
Avatar id: 1; (x,y) = (68, 71); move = 3 
Avatar id: 2; (x,y) = (67, 88); move = 3 
Avatar id: 3; (x,y) = (43, 51); move = 0 
Avatar id: 0; (x,y) = (32, 11); move = 2 
Avatar id: 1; (x,y) = (69, 71); move = 1 
Avatar id: 2; (x,y) = (67, 88); move = 2 
Avatar id: 3; (x,y) = (42, 51); move = 2 
Avatar id: 0; (x,y) = (32, 12); move = 3 
Avatar id: 1; (x,y) = (69, 71); move = 3 
Avatar id: 2; (x,y) = (67, 88); move = 0 
Avatar id: 3; (x,y) = (42, 51); move = 0 
Avatar id: 0; (x,y) = (33, 12); move = 1 
Avatar id: 1; (x,y) = (70, 71); move = 1 
Avatar id: 2; (x,y) = (66, 88); move = 2 
Avatar id: 3; (x,y) = (42, 51); move = 1 
Avatar id: 0; (x,y) = (33, 12); move = 3 
Avatar id: 1; (x,y) = (70, 71); move = 3 
Avatar id: 2; (x,y) = (66, 89); move = 3 
Avatar id: 3; (x,y) = (42, 50); move = 0 
Avatar id: 0; (x,y) = (34, 12); move = 1 
Avatar id: 1; (x,y) = (71, 71); move = 1 
Avatar id: 2; (x,y) = (66, 89); move = 2 
Avatar id: 3; (x,y) = (41, 50); move = 2 
Avatar id: 0; (x,y) = (34, 12); move = 3 
Avatar id: 1; (x,y) = (71, 71); move = 3 
Avatar id: 2; (x,y) = (66, 90); move = 3 
Avatar id: 3; (x,y) = (41, 50); move = 0 
Avatar id: 0; (x,y) = (34, 12); move = 2 
Avatar id: 1; (x,y) = (72, 71); move = 1 
Avatar id: 2; (x,y) = (66, 90); move = 2 
Avatar id: 3; (x,y) = (41, 50); move = 1 
Avatar id: 0; (x,y) = (34, 13); move = 3 
Avatar id: 1; (x,y) = (72, 70); move = 0 
Avatar id: 2; (x,y) = (66, 90); move = 0 
Avatar id: 3; (x,y) = (41, 49); move = 0 
Avatar id: 0; (x,y) = (34, 13); move = 2 
Avatar id: 1; (x,y) = (71, 70); move = 2 
Avatar id: 2; (x,y) = (66, 90); move = 1 
Avatar id: 3; (x,y) = (40, 49); move = 2 
Avatar id: 0; (x,y) = (34, 14); move = 3 
Avatar id: 1; (x,y) = (71, 70); move = 0 
Avatar id: 2; (x,y) = (66, 89); move = 0 
Avatar id: 3; (x,y) = (40, 50); move = 3 
Avatar id: 0; (x,y) = (34, 14); move = 2 
Avatar id: 1; (x,y) = (71, 70); move = 1 
Avatar id: 2; (x,y) = (66, 89); move = 1 
Avatar id: 3; (x,y) = (40, 50); move = 2 
Avatar id: 0; (x,y) = (34, 15); move = 3 
Avatar id: 1; (x,y) = (71, 69); move = 0 
Avatar id: 2; (x,y) = (66, 88); move = 0 
Avatar id: 3; (x,y) = (40, 51); move = 3 
Avatar id: 0; (x,y) = (35, 15); move = 1 
Avatar id: 1; (x,y) = (70, 69); move = 2 
Avatar id: 2; (x,y) = (66, 88); move = 1 
Avatar id: 3; (x,y) = (40, 51); move = 2 
Avatar id: 0; (x,y) = (35, 15); move = 3 
Avatar id: 1; (x,y) = (70, 69); move = 0 
Avatar id: 2; (x,y) = (66, 87); move = 0 
Avatar id: 3; (x,y) = (40, 51); move = 0 
Avatar id: 0; (x,y) = (36, 15); move = 1 
Avatar id: 1; (x,y) = (69, 69); move = 2 
Avatar id: 2; (x,y) = (66, 87); move = 1 
Avatar id: 3; (x,y) = (39, 51); move = 2 
Avatar id: 0; (x,y) = (36, 15); move = 3 
Avatar id: 1; (x,y) = (69, 70); move = 3 
Avatar id: 2; (x,y) = (66, 87); move = 3 
Avatar id: 3; (x,y) = (39, 51); move = 0 
Avatar id: 0; (x,y) = (37, 15); move = 1 
Avatar id: 1; (x,y) = (70, 70); move = 1 
Avatar id: 2; (x,y) = (67, 87); move = 1 
Avatar id: 3; (x,y) = (38, 51); move = 2 
Avatar id: 0; (x,y) = (37, 15); move = 3 
Avatar id: 1; (x,y) = (70, 70); move = 3 
Avatar id: 2; (x,y) = (67, 86); move = 0 
Avatar id: 3; (x,y) = (38, 52); move = 3 
Avatar id: 0; (x,y) = (37, 15); move = 2 
Avatar id: 1; (x,y) = (70, 70); move = 2 
Avatar id: 2; (x,y) = (67, 86); move = 1 
Avatar id: 3; (x,y) = (38, 52); move = 2 
Avatar id: 0; (x,y) = (37, 16); move = 3 
Avatar id: 1; (x,y) = (70, 70); move = 0 
Avatar id: 2; (x,y) = (67, 85); move = 0 
Avatar id: 3; (x,y) = (38, 52); move = 0 
Avatar id: 0; (x,y) = (37, 16); move = 2 
Avatar id: 1; (x,y) = (69, 70); move = 2 
Avatar id: 2; (x,y) = (67, 85); move = 1 
Avatar id: 3; (x,y) = (37, 52); move = 2 
Avatar id: 0; (x,y) = (37, 17); move = 3 
Avatar id: 1; (x,y) = (69, 70); move = 0 
Avatar id: 2; (x,y) = (67, 84); move = 0 
Avatar id: 3; (x,y) = (37, 53); move = 3 
Avatar id: 0; (x,y) = (37, 17); move = 2 
Avatar id: 1; (x,y) = (69, 70); move = 1 
Avatar id: 2; (x,y) = (66, 84); move = 2 
Avatar id: 3; (x,y) = (37, 53); move = 2 
Avatar id: 0; (x,y) = (37, 17); move = 0 
Avatar id: 1; (x,y) = (69, 69); move = 0 
Avatar id: 2; (x,y) = (66, 84); move = 0 
Avatar id: 3; (x,y) = (37, 53); move = 0 
Avatar id: 0; (x,y) = (36, 17); move = 2 
Avatar id: 1; (x,y) = (69, 69); move = 1 
Avatar id: 2; (x,y) = (66, 84); move = 1 
Avatar id: 3; (x,y) = (36, 53); move = 2 
Avatar id: 0; (x,y) = (36, 18); move = 3 
Avatar id: 1; (x,y) = (69, 68); move = 0 
Avatar id: 2; (x,y) = (66, 84); move = 3 
Avatar id: 3; (x,y) = (36, 53); move = 0 
Avatar id: 0; (x,y) = (36, 18); move = 2 
Avatar id: 1; (x,y) = (69, 68); move = 1 
Avatar id: 2; (x,y) = (67, 84); move = 1 
Avatar id: 3; (x,y) = (35, 53); move = 2 
Avatar id: 0; (x,y) = (36, 18); move = 0 
Avatar id: 1; (x,y) = (69, 67); move = 0 
Avatar id: 2; (x,y) = (67, 83); move = 0 
Avatar id: 3; (x,y) = (35, 53); move = 0 
Avatar id: 0; (x,y) = (35, 18); move = 2 
Avatar id: 1; (x,y) = (68, 67); move = 2 
Avatar id: 2; (x,y) = (67, 83); move = 1 
Avatar id: 3; (x,y) = (34, 53); move = 2 
Avatar id: 0; (x,y) = (35, 19); move = 3 
Avatar id: 1; (x,y) = (68, 67); move = 0 
Avatar id: 2; (x,y) = (67, 83); move = 3 
Avatar id: 3; (x,y) = (34, 54); move = 3 
Avatar id: 0; (x,y) = (35, 19); move = 2 
Avatar id: 1; (x,y) = (68, 67); move = 1 
Avatar id: 2; (x,y) = (68, 83); move = 1 
Avatar id: 3; (x,y) = (34, 54); move = 2 
Avatar id: 0; (x,y) = (35, 19); move = 0 
Avatar id: 1; (x,y) = (68, 66); move = 0 
Avatar id: 2; (x,y) = (68, 83); move = 3 
Avatar id: 3; (x,y) = (34, 55); move = 3 
Avatar id: 0; (x,y) = (34, 19); move = 2 
Avatar id: 1; (x,y) = (68, 66); move = 1 
Avatar id: 2; (x,y) = (69, 83); move = 1 
Avatar id: 3; (x,y) = (35, 55); move = 1 
Avatar id: 0; (x,y) = (34, 20); move = 3 
Avatar id: 1; (x,y) = (68, 65); move = 0 
Avatar id: 2; (x,y) = (69, 82); move = 0 
Avatar id: 3; (x,y) = (35, 55); move = 3 
Avatar id: 0; (x,y) = (35, 20); move = 1 
Avatar id: 1; (x,y) = (67, 65); move = 2 
Avatar id: 2; (x,y) = (68, 82); move = 2 
Avatar id: 3; (x,y) = (36, 55); move = 1 
Avatar id: 0; (x,y) = (35, 20); move = 3 
Avatar id: 1; (x,y) = (67, 66); move = 3 
Avatar id: 2; (x,y) = (68, 82); move = 0 
Avatar id: 3; (x,y) = (36, 55); move = 3 
Avatar id: 0; (x,y) = (36, 20); move = 1 
Avatar id: 1; (x,y) = (67, 66); move = 2 
Avatar id: 2; (x,y) = (67, 82); move = 2 
Avatar id: 3; (x,y) = (37, 55); move = 1 
Avatar id: 0; (x,y) = (36, 19); move = 0 
Avatar id: 1; (x,y) = (67, 66); move = 0 
Avatar id: 2; (x,y) = (67, 82); move = 0 
Avatar id: 3; (x,y) = (37, 55); move = 3 
Avatar id: 0; (x,y) = (36, 19); move = 1 
Avatar id: 1; (x,y) = (66, 66); move = 2 
Avatar id: 2; (x,y) = (67, 82); move = 1 
Avatar id: 3; (x,y) = (37, 55); move = 2 
Avatar id: 0; (x,y) = (36, 19); move = 3 
Avatar id: 1; (x,y) = (66, 66); move = 0 
Avatar id: 2; (x,y) = (67, 81); move = 0 
Avatar id: 3; (x,y) = (37, 56); move = 3 
Avatar id: 0; (x,y) = (37, 19); move = 1 
Avatar id: 1; (x,y) = (66, 66); move = 1 
Avatar id: 2; (x,y) = (67, 81); move = 1 
Avatar id: 3; (x,y) = (38, 56); move = 1 
Avatar id: 0; (x,y) = (37, 19); move = 3 
Avatar id: 1; (x,y) = (66, 65); move = 0 
Avatar id: 2; (x,y) = (67, 80); move = 0 
Avatar id: 3; (x,y) = (38, 55); move = 0 
Avatar id: 0; (x,y) = (38, 19); move = 1 
Avatar id: 1; (x,y) = (66, 65); move = 1 
Avatar id: 2; (x,y) = (66, 80); move = 2 
Avatar id: 3; (x,y) = (38, 55); move = 1 
Avatar id: 0; (x,y) = (38, 19); move = 3 
Avatar id: 1; (x,y) = (66, 65); move = 3 
Avatar id: 2; (x,y) = (66, 80); move = 0 
Avatar id: 3; (x,y) = (38, 55); move = 3 
Avatar id: 0; (x,y) = (39, 19); move = 1 
Avatar id: 1; (x,y) = (66, 65); move = 2 
Avatar id: 2; (x,y) = (66, 80); move = 1 
Avatar id: 3; (x,y) = (39, 55); move = 1 
Avatar id: 0; (x,y) = (39, 19); move = 3 
Avatar id: 1; (x,y) = (66, 66); move = 3 
Avatar id: 2; (x,y) = (66, 79); move = 0 
Avatar id: 3; (x,y) = (39, 55); move = 3 
Avatar id: 0; (x,y) = (40, 19); move = 1 
Avatar id: 1; (x,y) = (67, 66); move = 1 
Avatar id: 2; (x,y) = (65, 79); move = 2 
Avatar id: 3; (x,y) = (39, 55); move = 2 
Avatar id: 0; (x,y) = (40, 19); move = 3 
Avatar id: 1; (x,y) = (67, 65); move = 0 
Avatar id: 2; (x,y) = (65, 80); move = 3 
Avatar id: 3; (x,y) = (39, 56); move = 3 
Avatar id: 0; (x,y) = (41, 19); move = 1 
Avatar id: 1; (x,y) = (67, 65); move = 1 
Avatar id: 2; (x,y) = (65, 80); move = 2 
Avatar id: 3; (x,y) = (40, 56); move = 1 
Avatar id: 0; (x,y) = (41, 19); move = 3 
Avatar id: 1; (x,y) = (67, 65); move = 3 
Avatar id: 2; (x,y) = (65, 80); move = 0 
Avatar id: 3; (x,y) = (40, 56); move = 3 
Avatar id: 0; (x,y) = (42, 19); move = 1 
Avatar id: 1; (x,y) = (68, 65); move = 1 
Avatar id: 2; (x,y) = (65, 80); move = 1 
Avatar id: 3; (x,y) = (41, 56); move = 1 
Avatar id: 0; (x,y) = (42, 19); move = 3 
Avatar id: 1; (x,y) = (68, 65); move = 3 
Avatar id: 2; (x,y) = (65, 79); move = 0 
Avatar id: 3; (x,y) = (41, 56); move = 3 
Avatar id: 0; (x,y) = (42, 19); move = 2 
Avatar id: 1; (x,y) = (68, 65); move = 2 
Avatar id: 2; (x,y) = (65, 79); move = 1 
Avatar id: 3; (x,y) = (41, 56); move = 2 
Avatar id: 0; (x,y) = (42, 20); move = 3 
Avatar id: 1; (x,y) = (68, 66); move = 3 
Avatar id: 2; (x,y) = (65, 78); move = 0 
Avatar id: 3; (x,y) = (41, 57); move = 3 
Avatar id: 0; (x,y) = (42, 20); move = 2 
Avatar id: 1; (x,y) = (69, 66); move = 1 
Avatar id: 2; (x,y) = (64, 78); move = 2 
Avatar id: 3; (x,y) = (41, 57); move = 2 
Avatar id: 0; (x,y) = (42, 20); move = 0 
Avatar id: 1; (x,y) = (69, 66); move = 3 
Avatar id: 2; (x,y) = (64, 78); move = 0 
Avatar id: 3; (x,y) = (41, 58); move = 3 
Avatar id: 0; (x,y) = (41, 20); move = 2 
Avatar id: 1; (x,y) = (69, 66); move = 2 
Avatar id: 2; (x,y) = (64, 78); move = 1 
Avatar id: 3; (x,y) = (41, 58); move = 2 
Avatar id: 0; (x,y) = (41, 20); move = 0 
Avatar id: 1; (x,y) = (69, 66); move = 0 
Avatar id: 2; (x,y) = (64, 77); move = 0 
Avatar id: 3; (x,y) = (41, 58); move = 0 
Avatar id: 0; (x,y) = (40, 20); move = 2 
Avatar id: 1; (x,y) = (68, 66); move = 2 
Avatar id: 2; (x,y) = (64, 77); move = 1 
Avatar id: 3; (x,y) = (40, 58); move = 2 
Avatar id: 0; (x,y) = (40, 20); move = 0 
Avatar id: 1; (x,y) = (68, 67); move = 3 
Avatar id: 2; (x,y) = (64, 77); move = 3 
Avatar id: 3; (x,y) = (40, 59); move = 3 
Avatar id: 0; (x,y) = (39, 20); move = 2 
Avatar id: 1; (x,y) = (69, 67); move = 1 
Avatar id: 2; (x,y) = (65, 77); move = 1 
Avatar id: 3; (x,y) = (41, 59); move = 1 
Avatar id: 0; (x,y) = (39, 21); move = 3 
Avatar id: 1; (x,y) = (69, 67); move = 3 
Avatar id: 2; (x,y) = (65, 76); move = 0 
Avatar id: 3; (x,y) = (41, 59); move = 3 
Avatar id: 0; (x,y) = (40, 21); move = 1 
Avatar id: 1; (x,y) = (69, 67); move = 2 
Avatar id: 2; (x,y) = (64, 76); move = 2 
Avatar id: 3; (x,y) = (41, 59); move = 2 
Avatar id: 0; (x,y) = (40, 21); move = 3 
Avatar id: 1; (x,y) = (69, 68); move = 3 
Avatar id: 2; (x,y) = (64, 76); move = 0 
Avatar id: 3; (x,y) = (41, 60); move = 3 
Avatar id: 0; (x,y) = (41, 21); move = 1 
Avatar id: 1; (x,y) = (69, 68); move = 2 
Avatar id: 2; (x,y) = (64, 76); move = 1 
Avatar id: 3; (x,y) = (41, 60); move = 2 
Avatar id: 0; (x,y) = (41, 21); move = 3 
Avatar id: 1; (x,y) = (69, 69); move = 3 
Avatar id: 2; (x,y) = (64, 75); move = 0 
Avatar id: 3; (x,y) = (41, 61); move = 3 
Avatar id: 0; (x,y) = (41, 21); move = 2 
Avatar id: 1; (x,y) = (70, 69); move = 1 
Avatar id: 2; (x,y) = (64, 75); move = 1 
Avatar id: 3; (x,y) = (41, 61); move = 2 
Avatar id: 0; (x,y) = (41, 22); move = 3 
Avatar id: 1; (x,y) = (70, 69); move = 3 
Avatar id: 2; (x,y) = (64, 75); move = 3 
Avatar id: 3; (x,y) = (41, 61); move = 0 
Avatar id: 0; (x,y) = (41, 22); move = 2 
Avatar id: 1; (x,y) = (71, 69); move = 1 
Avatar id: 2; (x,y) = (65, 75); move = 1 
Avatar id: 3; (x,y) = (40, 61); move = 2 
Avatar id: 0; (x,y) = (41, 22); move = 0 
Avatar id: 1; (x,y) = (71, 69); move = 3 
Avatar id: 2; (x,y) = (65, 75); move = 3 
Avatar id: 3; (x,y) = (40, 61); move = 0 
Avatar id: 0; (x,y) = (40, 22); move = 2 
Avatar id: 1; (x,y) = (71, 69); move = 2 
Avatar id: 2; (x,y) = (65, 75); move = 2 
Avatar id: 3; (x,y) = (40, 61); move = 1 
Avatar id: 0; (x,y) = (40, 23); move = 3 
Avatar id: 1; (x,y) = (71, 70); move = 3 
Avatar id: 2; (x,y) = (65, 75); move = 0 
Avatar id: 3; (x,y) = (40, 60); move = 0 
Avatar id: 0; (x,y) = (40, 23); move = 2 
Avatar id: 1; (x,y) = (72, 70); move = 1 
Avatar id: 2; (x,y) = (64, 75); move = 2 
Avatar id: 3; (x,y) = (39, 60); move = 2 
Avatar id: 0; (x,y) = (40, 24); move = 3 
Avatar id: 1; (x,y) = (72, 70); move = 3 
Avatar id: 2; (x,y) = (64, 76); move = 3 
Avatar id: 3; (x,y) = (39, 60); move = 0 
Avatar id: 0; (x,y) = (41, 24); move = 1 
Avatar id: 1; (x,y) = (72, 70); move = 2 
Avatar id: 2; (x,y) = (65, 76); move = 1 
Avatar id: 3; (x,y) = (39, 60); move = 1 
Avatar id: 0; (x,y) = (41, 24); move = 3 
Avatar id: 1; (x,y) = (72, 71); move = 3 
Avatar id: 2; (x,y) = (65, 76); move = 3 
Avatar id: 3; (x,y) = (39, 59); move = 0 
Avatar id: 0; (x,y) = (41, 24); move = 2 
Avatar id: 1; (x,y) = (72, 71); move = 2 
Avatar id: 2; (x,y) = (65, 76); move = 2 
Avatar id: 3; (x,y) = (38, 59); move = 2 
Avatar id: 0; (x,y) = (41, 25); move = 3 
Avatar id: 1; (x,y) = (72, 71); move = 0 
Avatar id: 2; (x,y) = (65, 77); move = 3 
Avatar id: 3; (x,y) = (38, 59); move = 0 
Avatar id: 0; (x,y) = (42, 25); move = 1 
Avatar id: 1; (x,y) = (71, 71); move = 2 
Avatar id: 2; (x,y) = (66, 77); move = 1 
Avatar id: 3; (x,y) = (37, 59); move = 2 
Avatar id: 0; (x,y) = (42, 24); move = 0 
Avatar id: 1; (x,y) = (71, 72); move = 3 
Avatar id: 2; (x,y) = (66, 77); move = 3 
Avatar id: 3; (x,y) = (37, 59); move = 0 
Avatar id: 0; (x,y) = (42, 24); move = 1 
Avatar id: 1; (x,y) = (71, 72); move = 2 
Avatar id: 2; (x,y) = (66, 77); move = 2 
Avatar id: 3; (x,y) = (36, 59); move = 2 
Avatar id: 0; (x,y) = (42, 24); move = 3 
Avatar id: 1; (x,y) = (71, 72); move = 0 
Avatar id: 2; (x,y) = (66, 78); move = 3 
Avatar id: 3; (x,y) = (36, 59); move = 0 
Avatar id: 0; (x,y) = (43, 24); move = 1 
Avatar id: 1; (x,y) = (70, 72); move = 2 
Avatar id: 2; (x,y) = (67, 78); move = 1 
Avatar id: 3; (x,y) = (36, 59); move = 1 
Avatar id: 0; (x,y) = (43, 23); move = 0 
Avatar id: 1; (x,y) = (70, 73); move = 3 
Avatar id: 2; (x,y) = (67, 78); move = 3 
Avatar id: 3; (x,y) = (36, 58); move = 0 
Avatar id: 0; (x,y) = (42, 23); move = 2 
Avatar id: 1; (x,y) = (70, 73); move = 2 
Avatar id: 2; (x,y) = (67, 78); move = 2 
Avatar id: 3; (x,y) = (36, 58); move = 1 
Avatar id: 0; (x,y) = (42, 23); move = 0 
Avatar id: 1; (x,y) = (70, 74); move = 3 
Avatar id: 2; (x,y) = (67, 79); move = 3 
Avatar id: 3; (x,y) = (36, 57); move = 0 
Avatar id: 0; (x,y) = (41, 23); move = 2 
Avatar id: 1; (x,y) = (70, 74); move = 2 
Avatar id: 2; (x,y) = (68, 79); move = 1 
Avatar id: 3; (x,y) = (35, 57); move = 2 
Avatar id: 0; (x,y) = (41, 23); move = 0 
Avatar id: 1; (x,y) = (70, 74); move = 0 
Avatar id: 2; (x,y) = (68, 79); move = 3 
Avatar id: 3; (x,y) = (35, 57); move = 0 
Avatar id: 0; (x,y) = (41, 23); move = 1 
Avatar id: 1; (x,y) = (70, 74); move = 1 
Avatar id: 2; (x,y) = (69, 79); move = 1 
Avatar id: 3; (x,y) = (34, 57); move = 2 
Avatar id: 0; (x,y) = (41, 23); move = 3 
Avatar id: 1; (x,y) = (70, 73); move = 0 
Avatar id: 2; (x,y) = (69, 79); move = 3 
Avatar id: 3; (x,y) = (34, 57); move = 0 
Avatar id: 0; (x,y) = (42, 23); move = 1 
Avatar id: 1; (x,y) = (70, 73); move = 1 
Avatar id: 2; (x,y) = (69, 79); move = 2 
Avatar id: 3; (x,y) = (34, 57); move = 1 
Avatar id: 0; (x,y) = (42, 22); move = 0 
Avatar id: 1; (x,y) = (70, 72); move = 0 
Avatar id: 2; (x,y) = (69, 79); move = 0 
Avatar id: 3; (x,y) = (34, 56); move = 0 
Avatar id: 0; (x,y) = (42, 22); move = 1 
Avatar id: 1; (x,y) = (70, 72); move = 1 
Avatar id: 2; (x,y) = (68, 79); move = 2 
Avatar id: 3; (x,y) = (33, 56); move = 2 
Avatar id: 0; (x,y) = (42, 22); move = 3 
Avatar id: 1; (x,y) = (70, 72); move = 3 
Avatar id: 2; (x,y) = (68, 80); move = 3 
Avatar id: 3; (x,y) = (33, 56); move = 0 
Avatar id: 0; (x,y) = (43, 22); move = 1 
Avatar id: 1; (x,y) = (71, 72); move = 1 
Avatar id: 2; (x,y) = (68, 80); move = 2 
Avatar id: 3; (x,y) = (33, 56); move = 1 
Avatar id: 0; (x,y) = (43, 22); move = 3 
Avatar id: 1; (x,y) = (71, 71); move = 0 
Avatar id: 2; (x,y) = (68, 81); move = 3 
Avatar id: 3; (x,y) = (33, 55); move = 0 
Avatar id: 0; (x,y) = (44, 22); move = 1 
