nflores 40999 Wed Mar  8 22:35:52 2017

Avatar id: 0; (x,y) = (8, 9); move = 2 
Avatar id: 0; (x,y) = (12, 9); move = 3 
Avatar id: 0; (x,y) = (13, 9); move = 1 
Avatar id: 0; (x,y) = (13, 9); move = 3 
Avatar id: 0; (x,y) = (13, 9); move = 2 
Avatar id: 0; (x,y) = (13, 10); move = 3 
Avatar id: 0; (x,y) = (13, 10); move = 2 
Avatar id: 0; (x,y) = (13, 10); move = 0 
Avatar id: 0; (x,y) = (12, 10); move = 2 
Avatar id: 0; (x,y) = (12, 11); move = 3 
Avatar id: 0; (x,y) = (13, 11); move = 1 
Avatar id: 0; (x,y) = (13, 11); move = 3 
Avatar id: 0; (x,y) = (14, 11); move = 1 
Avatar id: 0; (x,y) = (14, 11); move = 3 
Avatar id: 0; (x,y) = (15, 11); move = 1 
Avatar id: 0; (x,y) = (15, 11); move = 3 
Avatar id: 0; (x,y) = (15, 11); move = 2 
Avatar id: 0; (x,y) = (15, 12); move = 3 
Avatar id: 0; (x,y) = (15, 12); move = 2 
Avatar id: 0; (x,y) = (15, 13); move = 3 
Avatar id: 0; (x,y) = (15, 13); move = 2 
Avatar id: 0; (x,y) = (15, 13); move = 0 
Avatar id: 0; (x,y) = (14, 13); move = 2 
Avatar id: 0; (x,y) = (14, 13); move = 0 
Avatar id: 0; (x,y) = (14, 13); move = 1 
Avatar id: 0; (x,y) = (14, 12); move = 0 
Avatar id: 0; (x,y) = (14, 12); move = 1 
Avatar id: 0; (x,y) = (14, 12); move = 3 
Avatar id: 0; (x,y) = (14, 12); move = 2 
Avatar id: 0; (x,y) = (14, 13); move = 3 
Avatar id: 0; (x,y) = (15, 13); move = 1 
Avatar id: 0; (x,y) = (15, 12); move = 0 
Avatar id: 0; (x,y) = (15, 12); move = 1 
Avatar id: 0; (x,y) = (15, 11); move = 0 
Avatar id: 0; (x,y) = (14, 11); move = 2 
Avatar id: 0; (x,y) = (14, 11); move = 0 
Avatar id: 0; (x,y) = (13, 11); move = 2 
Avatar id: 0; (x,y) = (13, 11); move = 0 
Avatar id: 0; (x,y) = (12, 11); move = 2 
Avatar id: 0; (x,y) = (12, 11); move = 0 
Avatar id: 0; (x,y) = (11, 11); move = 2 
Avatar id: 0; (x,y) = (11, 12); move = 3 
Avatar id: 0; (x,y) = (11, 12); move = 2 
Avatar id: 0; (x,y) = (11, 12); move = 0 
Avatar id: 0; (x,y) = (11, 12); move = 1 
Avatar id: 0; (x,y) = (11, 11); move = 0 
Avatar id: 0; (x,y) = (10, 11); move = 2 
Avatar id: 0; (x,y) = (10, 11); move = 0 
Avatar id: 0; (x,y) = (10, 11); move = 1 
MAZE SOLVED; number avatars = 5; difficulty = 3; number moves = 1150; hash = -377626552 
